time,lat,lon,ssp126_tg_mean_p10,ssp126_tg_mean_p50,ssp126_tg_mean_p90,ssp245_tg_mean_p10,ssp245_tg_mean_p50,ssp245_tg_mean_p90,ssp585_tg_mean_p10,ssp585_tg_mean_p50,ssp585_tg_mean_p90
1988-03-01,43.708333225,-79.375002465,-0.83,0.79,3.87,-0.83,0.79,3.87,-0.83,0.79,3.87
1988-04-01,43.708333225,-79.375002465,4.76,6.96,10.04,4.76,6.96,10.04,4.76,6.96,10.04
1988-05-01,43.708333225,-79.375002465,11.67,13.29,14.47,11.67,13.29,14.47,11.67,13.29,14.47
1988-06-01,43.708333225,-79.375002465,17.74,18.64,21.34,17.74,18.64,21.34,17.74,18.64,21.34
1988-07-01,43.708333225,-79.375002465,20.29,21.20,23.27,20.29,21.20,23.27,20.29,21.20,23.27
1988-08-01,43.708333225,-79.375002465,18.72,20.72,22.30,18.72,20.72,22.30,18.72,20.72,22.30
1988-09-01,43.708333225,-79.375002465,14.81,15.97,17.76,14.81,15.97,17.76,14.81,15.97,17.76
1988-10-01,43.708333225,-79.375002465,8.20,9.28,11.89,8.20,9.28,11.89,8.20,9.28,11.89
1988-11-01,43.708333225,-79.375002465,0.88,3.85,6.20,0.88,3.85,6.20,0.88,3.85,6.20
1988-12-01,43.708333225,-79.375002465,-5.36,-2.07,0.84,-5.36,-2.07,0.84,-5.36,-2.07,0.84
1989-01-01,43.708333225,-79.375002465,-8.69,-5.60,-2.61,-8.69,-5.60,-2.61,-8.69,-5.60,-2.61
1989-02-01,43.708333225,-79.375002465,-9.22,-5.93,-1.05,-9.22,-5.93,-1.05,-9.22,-5.93,-1.05
1989-03-01,43.708333225,-79.375002465,-3.58,0.12,4.61,-3.58,0.12,4.61,-3.58,0.12,4.61
1989-04-01,43.708333225,-79.375002465,4.07,7.82,10.13,4.07,7.82,10.13,4.07,7.82,10.13
1989-05-01,43.708333225,-79.375002465,10.94,13.18,15.44,10.94,13.18,15.44,10.94,13.18,15.44
1989-06-01,43.708333225,-79.375002465,16.68,18.32,20.08,16.68,18.32,20.08,16.68,18.32,20.08
1989-07-01,43.708333225,-79.375002465,20.26,21.88,24.16,20.26,21.88,24.16,20.26,21.88,24.16
1989-08-01,43.708333225,-79.375002465,19.33,20.55,21.93,19.33,20.55,21.93,19.33,20.55,21.93
1989-09-01,43.708333225,-79.375002465,14.47,16.20,17.44,14.47,16.20,17.44,14.47,16.20,17.44
1989-10-01,43.708333225,-79.375002465,8.90,10.52,12.02,8.90,10.52,12.02,8.90,10.52,12.02
1989-11-01,43.708333225,-79.375002465,2.67,4.15,5.86,2.67,4.15,5.86,2.67,4.15,5.86
1989-12-01,43.708333225,-79.375002465,-5.46,-2.65,-0.39,-5.46,-2.65,-0.39,-5.46,-2.65,-0.39
1990-01-01,43.708333225,-79.375002465,-8.13,-5.46,-2.47,-8.13,-5.46,-2.47,-8.13,-5.46,-2.47
1990-02-01,43.708333225,-79.375002465,-8.00,-4.44,-1.93,-8.00,-4.44,-1.93,-8.00,-4.44,-1.93
1990-03-01,43.708333225,-79.375002465,-2.05,-0.53,4.39,-2.05,-0.53,4.39,-2.05,-0.53,4.39
1990-04-01,43.708333225,-79.375002465,4.42,6.29,8.95,4.42,6.29,8.95,4.42,6.29,8.95
1990-05-01,43.708333225,-79.375002465,11.88,12.90,15.25,11.88,12.90,15.25,11.88,12.90,15.25
1990-06-01,43.708333225,-79.375002465,16.77,18.80,20.54,16.77,18.80,20.54,16.77,18.80,20.54
1990-07-01,43.708333225,-79.375002465,20.14,22.02,23.44,20.14,22.02,23.44,20.14,22.02,23.44
1990-08-01,43.708333225,-79.375002465,19.37,20.32,21.99,19.37,20.32,21.99,19.37,20.32,21.99
1990-09-01,43.708333225,-79.375002465,14.72,16.27,19.23,14.72,16.27,19.23,14.72,16.27,19.23
1990-10-01,43.708333225,-79.375002465,8.55,9.78,12.19,8.55,9.78,12.19,8.55,9.78,12.19
1990-11-01,43.708333225,-79.375002465,1.22,4.07,6.44,1.22,4.07,6.44,1.22,4.07,6.44
1990-12-01,43.708333225,-79.375002465,-4.03,-1.58,0.92,-4.03,-1.58,0.92,-4.03,-1.58,0.92
1991-01-01,43.708333225,-79.375002465,-8.35,-4.67,-2.07,-8.35,-4.67,-2.07,-8.35,-4.67,-2.07
1991-02-01,43.708333225,-79.375002465,-7.10,-4.75,-1.83,-7.10,-4.75,-1.83,-7.10,-4.75,-1.83
1991-03-01,43.708333225,-79.375002465,-2.95,0.62,4.39,-2.95,0.62,4.39,-2.95,0.62,4.39
1991-04-01,43.708333225,-79.375002465,5.40,7.87,10.34,5.40,7.87,10.34,5.40,7.87,10.34
1991-05-01,43.708333225,-79.375002465,11.53,13.16,15.37,11.53,13.16,15.37,11.53,13.16,15.37
1991-06-01,43.708333225,-79.375002465,16.70,18.34,20.11,16.70,18.34,20.11,16.70,18.34,20.11
1991-07-01,43.708333225,-79.375002465,19.95,21.09,22.44,19.95,21.09,22.44,19.95,21.09,22.44
1991-08-01,43.708333225,-79.375002465,19.28,20.56,21.64,19.28,20.56,21.64,19.28,20.56,21.64
1991-09-01,43.708333225,-79.375002465,14.30,17.29,19.97,14.30,17.29,19.97,14.30,17.29,19.97
1991-10-01,43.708333225,-79.375002465,8.62,10.26,11.89,8.62,10.26,11.89,8.62,10.26,11.89
1991-11-01,43.708333225,-79.375002465,2.37,4.37,6.61,2.37,4.37,6.61,2.37,4.37,6.61
1991-12-01,43.708333225,-79.375002465,-4.38,-2.46,1.87,-4.38,-2.46,1.87,-4.38,-2.46,1.87
1992-01-01,43.708333225,-79.375002465,-7.30,-3.60,-1.07,-7.30,-3.60,-1.07,-7.30,-3.60,-1.07
1992-02-01,43.708333225,-79.375002465,-6.39,-4.82,-1.88,-6.39,-4.82,-1.88,-6.39,-4.82,-1.88
1992-03-01,43.708333225,-79.375002465,-3.47,0.51,3.09,-3.47,0.51,3.09,-3.47,0.51,3.09
1992-04-01,43.708333225,-79.375002465,3.82,7.38,9.78,3.82,7.38,9.78,3.82,7.38,9.78
1992-05-01,43.708333225,-79.375002465,10.57,13.30,14.88,10.57,13.30,14.88,10.57,13.30,14.88
1992-06-01,43.708333225,-79.375002465,16.51,18.32,19.25,16.51,18.32,19.25,16.51,18.32,19.25
1992-07-01,43.708333225,-79.375002465,19.39,21.02,22.01,19.39,21.02,22.01,19.39,21.02,22.01
1992-08-01,43.708333225,-79.375002465,18.41,19.85,21.33,18.41,19.85,21.33,18.41,19.85,21.33
1992-09-01,43.708333225,-79.375002465,14.13,15.36,16.97,14.13,15.36,16.97,14.13,15.36,16.97
1992-10-01,43.708333225,-79.375002465,8.03,9.80,11.28,8.03,9.80,11.28,8.03,9.80,11.28
1992-11-01,43.708333225,-79.375002465,1.57,3.73,6.55,1.57,3.73,6.55,1.57,3.73,6.55
1992-12-01,43.708333225,-79.375002465,-3.91,-1.86,0.77,-3.91,-1.86,0.77,-3.91,-1.86,0.77
1993-01-01,43.708333225,-79.375002465,-8.63,-5.09,-2.67,-8.63,-5.09,-2.67,-8.63,-5.09,-2.67
1993-02-01,43.708333225,-79.375002465,-6.73,-4.95,-1.64,-6.73,-4.95,-1.64,-6.73,-4.96,-1.64
1993-03-01,43.708333225,-79.375002465,-3.12,0.74,4.00,-3.12,0.74,4.00,-3.13,0.74,4.00
1993-04-01,43.708333225,-79.375002465,4.73,6.50,9.14,4.73,6.50,9.14,4.73,6.50,9.14
1993-05-01,43.708333225,-79.375002465,10.29,12.17,14.70,10.29,12.17,14.70,10.29,12.17,14.70
1993-06-01,43.708333225,-79.375002465,16.47,18.72,19.35,16.47,18.72,19.35,16.47,18.72,19.35
1993-07-01,43.708333225,-79.375002465,18.28,21.22,22.95,18.28,21.22,22.95,18.28,21.22,22.95
1993-08-01,43.708333225,-79.375002465,19.00,20.15,21.15,19.00,20.15,21.15,19.00,20.15,21.15
1993-09-01,43.708333225,-79.375002465,14.24,16.48,17.70,14.24,16.48,17.70,14.24,16.48,17.70
1993-10-01,43.708333225,-79.375002465,7.71,9.58,11.34,7.71,9.58,11.34,7.71,9.58,11.34
1993-11-01,43.708333225,-79.375002465,2.28,4.10,6.29,2.28,4.10,6.29,2.28,4.10,6.29
1993-12-01,43.708333225,-79.375002465,-4.84,-2.77,1.00,-4.84,-2.77,1.00,-4.84,-2.77,1.00
1994-01-01,43.708333225,-79.375002465,-8.53,-5.53,-2.93,-8.53,-5.53,-2.93,-8.53,-5.53,-2.93
1994-02-01,43.708333225,-79.375002465,-6.82,-4.80,-2.77,-6.82,-4.80,-2.77,-6.82,-4.80,-2.77
1994-03-01,43.708333225,-79.375002465,-2.67,-0.06,2.15,-2.67,-0.06,2.15,-2.67,-0.06,2.15
1994-04-01,43.708333225,-79.375002465,3.41,7.11,9.76,3.41,7.11,9.76,3.41,7.11,9.76
1994-05-01,43.708333225,-79.375002465,10.50,11.82,14.43,10.50,11.82,14.43,10.50,11.82,14.43
1994-06-01,43.708333225,-79.375002465,17.20,18.76,20.65,17.20,18.76,20.65,17.20,18.76,20.65
1994-07-01,43.708333225,-79.375002465,20.14,21.47,22.56,20.14,21.47,22.56,20.14,21.47,22.56
1994-08-01,43.708333225,-79.375002465,19.43,20.87,22.69,19.43,20.87,22.69,19.43,20.87,22.69
1994-09-01,43.708333225,-79.375002465,15.25,16.45,18.63,15.25,16.45,18.63,15.25,16.45,18.63
1994-10-01,43.708333225,-79.375002465,8.60,10.32,12.39,8.60,10.32,12.39,8.60,10.32,12.39
1994-11-01,43.708333225,-79.375002465,2.52,4.10,6.86,2.52,4.10,6.86,2.52,4.10,6.86
1994-12-01,43.708333225,-79.375002465,-3.44,-0.78,1.56,-3.44,-0.78,1.56,-3.44,-0.78,1.56
1995-01-01,43.708333225,-79.375002465,-8.29,-4.51,-2.08,-8.29,-4.51,-2.08,-8.29,-4.51,-2.08
1995-02-01,43.708333225,-79.375002465,-7.83,-4.18,-1.46,-7.83,-4.18,-1.46,-7.83,-4.18,-1.46
1995-03-01,43.708333225,-79.375002465,-1.66,0.77,4.30,-1.66,0.77,4.30,-1.66,0.77,4.30
1995-04-01,43.708333225,-79.375002465,5.57,7.63,9.70,5.57,7.63,9.70,5.57,7.63,9.70
1995-05-01,43.708333225,-79.375002465,11.19,13.38,14.71,11.19,13.38,14.71,11.19,13.38,14.71
1995-06-01,43.708333225,-79.375002465,17.17,19.03,20.50,17.17,19.03,20.50,17.17,19.03,20.50
1995-07-01,43.708333225,-79.375002465,20.02,21.68,23.09,20.02,21.68,23.09,20.02,21.68,23.09
1995-08-01,43.708333225,-79.375002465,19.17,20.82,22.38,19.17,20.82,22.38,19.17,20.82,22.38
1995-09-01,43.708333225,-79.375002465,14.89,16.83,18.56,14.89,16.83,18.56,14.89,16.83,18.56
1995-10-01,43.708333225,-79.375002465,9.05,10.09,12.88,9.05,10.09,12.88,9.05,10.09,12.88
1995-11-01,43.708333225,-79.375002465,2.79,4.52,6.55,2.79,4.52,6.55,2.79,4.52,6.55
1995-12-01,43.708333225,-79.375002465,-6.27,-3.19,0.17,-6.27,-3.19,0.17,-6.27,-3.19,0.17
1996-01-01,43.708333225,-79.375002465,-9.27,-6.44,-3.57,-9.27,-6.44,-3.57,-9.27,-6.44,-3.57
1996-02-01,43.708333225,-79.375002465,-7.50,-4.43,-2.45,-7.50,-4.43,-2.45,-7.50,-4.43,-2.45
1996-03-01,43.708333225,-79.375002465,-2.22,1.45,4.20,-2.22,1.45,4.20,-2.22,1.45,4.20
1996-04-01,43.708333225,-79.375002465,5.96,7.28,10.24,5.96,7.28,10.24,5.96,7.28,10.24
1996-05-01,43.708333225,-79.375002465,11.51,12.53,15.31,11.51,12.53,15.31,11.51,12.53,15.31
1996-06-01,43.708333225,-79.375002465,17.68,18.98,20.25,17.68,18.98,20.25,17.68,18.98,20.25
1996-07-01,43.708333225,-79.375002465,19.60,21.52,23.69,19.60,21.52,23.69,19.60,21.52,23.69
1996-08-01,43.708333225,-79.375002465,19.87,20.80,21.93,19.87,20.80,21.93,19.87,20.80,21.93
1996-09-01,43.708333225,-79.375002465,14.47,16.37,18.99,14.47,16.37,18.99,14.47,16.37,18.99
1996-10-01,43.708333225,-79.375002465,7.99,10.01,12.71,7.99,10.01,12.71,7.99,10.01,12.71
1996-11-01,43.708333225,-79.375002465,1.64,4.07,6.80,1.64,4.07,6.80,1.64,4.07,6.80
1996-12-01,43.708333225,-79.375002465,-5.12,-1.92,1.24,-5.12,-1.92,1.24,-5.12,-1.92,1.24
1997-01-01,43.708333225,-79.375002465,-8.60,-4.28,-0.45,-8.60,-4.28,-0.45,-8.60,-4.28,-0.45
1997-02-01,43.708333225,-79.375002465,-7.08,-3.67,-0.31,-7.08,-3.67,-0.31,-7.08,-3.67,-0.31
1997-03-01,43.708333225,-79.375002465,-1.86,1.10,4.25,-1.86,1.10,4.25,-1.86,1.10,4.25
1997-04-01,43.708333225,-79.375002465,4.30,7.47,9.32,4.30,7.47,9.32,4.30,7.47,9.32
1997-05-01,43.708333225,-79.375002465,11.88,14.13,16.41,11.88,14.13,16.41,11.88,14.13,16.41
1997-06-01,43.708333225,-79.375002465,17.44,19.06,20.70,17.44,19.06,20.70,17.44,19.06,20.70
1997-07-01,43.708333225,-79.375002465,20.43,21.66,23.14,20.43,21.66,23.14,20.43,21.66,23.14
1997-08-01,43.708333225,-79.375002465,19.73,20.95,22.73,19.73,20.95,22.73,19.73,20.95,22.73
1997-09-01,43.708333225,-79.375002465,15.48,16.70,18.98,15.48,16.70,18.98,15.48,16.70,18.98
1997-10-01,43.708333225,-79.375002465,9.30,10.53,12.52,9.30,10.53,12.52,9.30,10.53,12.52
1997-11-01,43.708333225,-79.375002465,2.66,4.67,6.92,2.66,4.67,6.92,2.66,4.68,6.92
1997-12-01,43.708333225,-79.375002465,-4.93,-1.04,1.63,-4.93,-1.04,1.63,-4.93,-1.04,1.63
1998-01-01,43.708333225,-79.375002465,-9.16,-5.53,0.40,-9.16,-5.53,0.40,-9.16,-5.53,0.40
1998-02-01,43.708333225,-79.375002465,-7.74,-4.71,-0.76,-7.74,-4.71,-0.76,-7.74,-4.71,-0.76
1998-03-01,43.708333225,-79.375002465,-2.19,0.71,3.75,-2.19,0.71,3.75,-2.19,0.71,3.75
1998-04-01,43.708333225,-79.375002465,4.82,7.14,10.26,4.82,7.14,10.26,4.82,7.14,10.26
1998-05-01,43.708333225,-79.375002465,10.95,13.02,15.39,10.95,13.02,15.39,10.95,13.02,15.39
1998-06-01,43.708333225,-79.375002465,16.93,18.82,20.53,16.93,18.82,20.53,16.93,18.82,20.53
1998-07-01,43.708333225,-79.375002465,20.81,21.79,23.47,20.81,21.79,23.47,20.81,21.79,23.47
1998-08-01,43.708333225,-79.375002465,19.29,20.68,22.64,19.29,20.68,22.64,19.29,20.68,22.64
1998-09-01,43.708333225,-79.375002465,15.18,16.61,18.43,15.18,16.61,18.43,15.18,16.61,18.43
1998-10-01,43.708333225,-79.375002465,8.73,10.44,13.09,8.73,10.44,13.09,8.73,10.44,13.09
1998-11-01,43.708333225,-79.375002465,3.38,4.81,6.43,3.38,4.81,6.43,3.38,4.81,6.43
1998-12-01,43.708333225,-79.375002465,-4.33,-1.15,1.69,-4.33,-1.15,1.69,-4.33,-1.15,1.69
1999-01-01,43.708333225,-79.375002465,-7.31,-4.80,-2.70,-7.31,-4.80,-2.70,-7.31,-4.80,-2.70
1999-02-01,43.708333225,-79.375002465,-7.04,-3.28,-0.54,-7.04,-3.28,-0.54,-7.04,-3.28,-0.54
1999-03-01,43.708333225,-79.375002465,-2.04,0.45,3.69,-2.04,0.45,3.69,-2.04,0.45,3.69
1999-04-01,43.708333225,-79.375002465,4.96,7.34,9.59,4.96,7.34,9.59,4.96,7.34,9.59
1999-05-01,43.708333225,-79.375002465,11.48,13.50,15.34,11.48,13.50,15.34,11.48,13.50,15.34
1999-06-01,43.708333225,-79.375002465,17.34,19.34,20.54,17.34,19.34,20.54,17.34,19.34,20.54
1999-07-01,43.708333225,-79.375002465,20.86,21.83,23.99,20.86,21.83,23.99,20.86,21.83,23.99
1999-08-01,43.708333225,-79.375002465,20.03,21.46,22.85,20.03,21.46,22.85,20.03,21.46,22.85
1999-09-01,43.708333225,-79.375002465,15.61,17.59,19.16,15.61,17.59,19.16,15.61,17.59,19.16
1999-10-01,43.708333225,-79.375002465,8.35,9.94,11.65,8.35,9.94,11.65,8.35,9.94,11.65
1999-11-01,43.708333225,-79.375002465,2.07,4.51,6.90,2.07,4.51,6.90,2.07,4.51,6.90
1999-12-01,43.708333225,-79.375002465,-4.74,-0.05,2.27,-4.74,-0.05,2.27,-4.74,-0.05,2.27
2000-01-01,43.708333225,-79.375002465,-7.60,-4.40,-0.39,-7.60,-4.40,-0.39,-7.60,-4.40,-0.39
2000-02-01,43.708333225,-79.375002465,-5.09,-3.38,0.21,-5.09,-3.38,0.21,-5.09,-3.38,0.21
2000-03-01,43.708333225,-79.375002465,-1.69,1.58,4.32,-1.69,1.58,4.32,-1.69,1.58,4.32
2000-04-01,43.708333225,-79.375002465,4.79,7.40,9.93,4.79,7.40,9.93,4.79,7.40,9.93
2000-05-01,43.708333225,-79.375002465,11.66,13.36,15.10,11.66,13.36,15.10,11.66,13.36,15.10
2000-06-01,43.708333225,-79.375002465,17.71,19.38,20.99,17.71,19.38,20.99,17.71,19.38,20.99
2000-07-01,43.708333225,-79.375002465,20.43,21.83,23.40,20.43,21.83,23.40,20.43,21.83,23.40
2000-08-01,43.708333225,-79.375002465,20.12,20.96,22.16,20.12,20.96,22.16,20.12,20.96,22.16
2000-09-01,43.708333225,-79.375002465,13.73,17.10,18.75,13.73,17.10,18.75,13.73,17.10,18.75
2000-10-01,43.708333225,-79.375002465,8.78,10.41,12.01,8.78,10.41,12.01,8.78,10.41,12.01
2000-11-01,43.708333225,-79.375002465,2.72,4.88,5.99,2.72,4.88,5.99,2.72,4.88,5.99
2000-12-01,43.708333225,-79.375002465,-2.97,-0.11,1.89,-2.97,-0.11,1.89,-2.97,-0.11,1.89
2001-01-01,43.708333225,-79.375002465,-7.30,-4.24,-0.96,-7.30,-4.24,-0.96,-7.30,-4.24,-0.96
2001-02-01,43.708333225,-79.375002465,-6.71,-3.76,0.23,-6.71,-3.76,0.23,-6.71,-3.76,0.23
2001-03-01,43.708333225,-79.375002465,-1.68,1.05,5.28,-1.68,1.05,5.28,-1.68,1.05,5.28
2001-04-01,43.708333225,-79.375002465,5.09,7.45,9.10,5.09,7.45,9.10,5.09,7.45,9.10
2001-05-01,43.708333225,-79.375002465,11.76,13.87,15.88,11.76,13.87,15.88,11.76,13.87,15.88
2001-06-01,43.708333225,-79.375002465,17.18,19.12,21.04,17.18,19.12,21.04,17.18,19.12,21.04
2001-07-01,43.708333225,-79.375002465,20.75,21.71,23.21,20.75,21.71,23.21,20.75,21.71,23.21
2001-08-01,43.708333225,-79.375002465,19.50,20.89,22.31,19.50,20.89,22.31,19.50,20.89,22.31
2001-09-01,43.708333225,-79.375002465,15.69,17.56,18.93,15.69,17.56,18.93,15.69,17.56,18.93
2001-10-01,43.708333225,-79.375002465,8.72,10.00,12.87,8.72,10.00,12.87,8.72,10.00,12.87
2001-11-01,43.708333225,-79.375002465,3.19,5.07,6.73,3.19,5.07,6.73,3.19,5.07,6.73
2001-12-01,43.708333225,-79.375002465,-2.74,-0.87,1.48,-2.74,-0.87,1.48,-2.74,-0.87,1.48
2002-01-01,43.708333225,-79.375002465,-7.57,-5.21,-1.02,-7.57,-5.21,-1.02,-7.57,-5.21,-1.02
2002-02-01,43.708333225,-79.375002465,-6.28,-3.79,-0.93,-6.28,-3.79,-0.93,-6.28,-3.79,-0.93
2002-03-01,43.708333225,-79.375002465,-2.67,1.37,4.13,-2.67,1.37,4.13,-2.67,1.37,4.13
2002-04-01,43.708333225,-79.375002465,5.66,7.22,9.15,5.66,7.22,9.15,5.66,7.22,9.15
2002-05-01,43.708333225,-79.375002465,12.18,14.17,16.16,12.18,14.17,16.16,12.18,14.17,16.16
2002-06-01,43.708333225,-79.375002465,17.90,19.44,20.52,17.90,19.44,20.52,17.90,19.44,20.52
2002-07-01,43.708333225,-79.375002465,20.61,21.75,23.49,20.61,21.75,23.49,20.61,21.75,23.49
2002-08-01,43.708333225,-79.375002465,20.27,21.49,22.77,20.27,21.49,22.77,20.27,21.49,22.77
2002-09-01,43.708333225,-79.375002465,15.61,17.50,19.51,15.61,17.50,19.51,15.61,17.50,19.51
2002-10-01,43.708333225,-79.375002465,8.84,10.51,12.95,8.84,10.51,12.95,8.84,10.51,12.95
2002-11-01,43.708333225,-79.375002465,2.61,5.09,6.56,2.61,5.09,6.56,2.61,5.09,6.56
2002-12-01,43.708333225,-79.375002465,-3.86,-1.21,2.45,-3.86,-1.21,2.45,-3.86,-1.21,2.45
2003-01-01,43.708333225,-79.375002465,-8.44,-4.29,-1.04,-8.44,-4.29,-1.04,-8.44,-4.29,-1.04
2003-02-01,43.708333225,-79.375002465,-6.78,-3.74,0.24,-6.78,-3.74,0.24,-6.78,-3.74,0.24
2003-03-01,43.708333225,-79.375002465,-2.03,0.25,2.54,-2.03,0.25,2.54,-2.03,0.25,2.54
2003-04-01,43.708333225,-79.375002465,4.83,7.27,9.66,4.83,7.27,9.66,4.83,7.27,9.66
2003-05-01,43.708333225,-79.375002465,11.74,13.45,16.43,11.74,13.45,16.43,11.74,13.45,16.43
2003-06-01,43.708333225,-79.375002465,17.03,18.81,20.55,17.03,18.81,20.55,17.03,18.81,20.55
2003-07-01,43.708333225,-79.375002465,20.48,22.04,23.18,20.48,22.04,23.18,20.48,22.04,23.18
2003-08-01,43.708333225,-79.375002465,19.72,21.86,23.41,19.72,21.86,23.41,19.72,21.86,23.41
2003-09-01,43.708333225,-79.375002465,15.32,16.41,18.85,15.32,16.41,18.85,15.32,16.41,18.85
2003-10-01,43.708333225,-79.375002465,8.47,10.52,12.70,8.47,10.52,12.70,8.47,10.52,12.70
2003-11-01,43.708333225,-79.375002465,2.70,4.19,6.58,2.70,4.19,6.58,2.70,4.19,6.58
2003-12-01,43.708333225,-79.375002465,-3.11,-0.90,2.56,-3.11,-0.90,2.56,-3.11,-0.90,2.56
2004-01-01,43.708333225,-79.375002465,-7.33,-4.30,-2.12,-7.33,-4.30,-2.12,-7.33,-4.30,-2.12
2004-02-01,43.708333225,-79.375002465,-6.39,-3.17,-0.39,-6.39,-3.17,-0.39,-6.39,-3.17,-0.39
2004-03-01,43.708333225,-79.375002465,-2.15,1.11,4.22,-2.15,1.11,4.22,-2.15,1.11,4.22
2004-04-01,43.708333225,-79.375002465,5.45,7.50,10.23,5.45,7.50,10.23,5.45,7.50,10.23
2004-05-01,43.708333225,-79.375002465,11.30,12.77,15.04,11.30,12.77,15.04,11.30,12.77,15.04
2004-06-01,43.708333225,-79.375002465,17.43,19.07,20.39,17.43,19.07,20.39,17.43,19.07,20.39
2004-07-01,43.708333225,-79.375002465,20.11,21.88,22.97,20.11,21.88,22.97,20.11,21.88,22.97
2004-08-01,43.708333225,-79.375002465,19.84,21.39,23.24,19.84,21.39,23.24,19.84,21.39,23.24
2004-09-01,43.708333225,-79.375002465,15.98,17.36,19.08,15.98,17.36,19.08,15.98,17.36,19.08
2004-10-01,43.708333225,-79.375002465,9.08,10.60,13.47,9.08,10.60,13.47,9.08,10.60,13.47
2004-11-01,43.708333225,-79.375002465,2.68,4.98,7.12,2.68,4.98,7.12,2.68,4.98,7.12
2004-12-01,43.708333225,-79.375002465,-4.06,-1.08,2.60,-4.06,-1.08,2.60,-4.06,-1.08,2.60
2005-01-01,43.708333225,-79.375002465,-7.43,-3.60,-1.96,-7.43,-3.60,-1.96,-7.43,-3.60,-1.96
2005-02-01,43.708333225,-79.375002465,-6.45,-2.52,0.25,-6.45,-2.52,0.25,-6.45,-2.52,0.25
2005-03-01,43.708333225,-79.375002465,-1.64,0.16,6.05,-1.64,0.16,6.05,-1.64,0.16,6.05
2005-04-01,43.708333225,-79.375002465,5.54,6.89,9.54,5.54,6.89,9.54,5.54,6.89,9.54
2005-05-01,43.708333225,-79.375002465,11.69,13.51,15.54,11.69,13.51,15.54,11.69,13.51,15.54
2005-06-01,43.708333225,-79.375002465,17.12,19.58,21.14,17.12,19.58,21.14,17.12,19.58,21.14
2005-07-01,43.708333225,-79.375002465,20.75,22.01,23.42,20.75,22.01,23.42,20.75,22.01,23.42
2005-08-01,43.708333225,-79.375002465,20.39,21.82,23.07,20.39,21.82,23.07,20.39,21.82,23.07
2005-09-01,43.708333225,-79.375002465,15.33,17.59,19.59,15.33,17.59,19.59,15.33,17.59,19.59
2005-10-01,43.708333225,-79.375002465,9.50,10.90,12.36,9.50,10.90,12.36,9.50,10.90,12.36
2005-11-01,43.708333225,-79.375002465,2.56,5.66,6.97,2.56,5.66,6.97,2.56,5.66,6.97
2005-12-01,43.708333225,-79.375002465,-3.12,-1.26,1.18,-3.12,-1.26,1.18,-3.12,-1.26,1.18
2006-01-01,43.708333225,-79.375002465,-9.12,-2.84,-0.57,-9.12,-2.84,-0.57,-9.12,-2.84,-0.57
2006-02-01,43.708333225,-79.375002465,-6.40,-3.92,-1.16,-6.40,-3.92,-1.16,-6.40,-3.92,-1.16
2006-03-01,43.708333225,-79.375002465,-2.09,1.25,4.03,-2.09,1.25,4.03,-2.09,1.25,4.03
2006-04-01,43.708333225,-79.375002465,6.21,8.12,9.51,6.21,8.12,9.51,6.21,8.12,9.51
2006-05-01,43.708333225,-79.375002465,11.94,13.16,14.79,11.94,13.16,14.79,11.94,13.16,14.79
2006-06-01,43.708333225,-79.375002465,16.80,19.20,21.19,16.80,19.20,21.19,16.80,19.20,21.19
2006-07-01,43.708333225,-79.375002465,20.98,22.15,23.70,20.98,22.15,23.70,20.98,22.15,23.70
2006-08-01,43.708333225,-79.375002465,19.50,21.28,22.57,19.50,21.28,22.57,19.50,21.28,22.57
2006-09-01,43.708333225,-79.375002465,15.51,17.02,19.64,15.51,17.02,19.64,15.51,17.02,19.64
2006-10-01,43.708333225,-79.375002465,9.58,11.34,13.14,9.58,11.34,13.14,9.58,11.34,13.14
2006-11-01,43.708333225,-79.375002465,3.12,6.06,7.19,3.12,6.06,7.19,3.12,6.06,7.19
2006-12-01,43.708333225,-79.375002465,-4.40,-1.32,1.90,-4.40,-1.32,1.90,-4.40,-1.32,1.90
2007-01-01,43.708333225,-79.375002465,-7.50,-5.46,-1.67,-7.50,-5.46,-1.67,-7.50,-5.46,-1.67
2007-02-01,43.708333225,-79.375002465,-6.67,-2.88,0.01,-6.67,-2.88,0.01,-6.67,-2.88,0.01
2007-03-01,43.708333225,-79.375002465,-2.57,0.75,4.40,-2.57,0.75,4.40,-2.57,0.75,4.40
2007-04-01,43.708333225,-79.375002465,4.61,8.38,10.72,4.61,8.38,10.72,4.61,8.38,10.72
2007-05-01,43.708333225,-79.375002465,11.90,13.59,15.36,11.90,13.59,15.36,11.90,13.59,15.36
2007-06-01,43.708333225,-79.375002465,17.68,18.68,20.47,17.68,18.68,20.47,17.68,18.68,20.47
2007-07-01,43.708333225,-79.375002465,21.03,22.01,23.56,21.03,22.01,23.56,21.03,22.01,23.56
2007-08-01,43.708333225,-79.375002465,20.29,21.59,22.85,20.29,21.59,22.85,20.29,21.59,22.85
2007-09-01,43.708333225,-79.375002465,15.64,17.76,20.14,15.64,17.76,20.14,15.64,17.76,20.14
2007-10-01,43.708333225,-79.375002465,8.73,11.09,12.48,8.73,11.09,12.48,8.73,11.09,12.48
2007-11-01,43.708333225,-79.375002465,3.69,5.32,6.91,3.69,5.32,6.91,3.69,5.32,6.91
2007-12-01,43.708333225,-79.375002465,-2.31,0.25,2.41,-2.31,0.25,2.41,-2.31,0.25,2.41
