time,lat,lon,ssp126_tg_mean_p10,ssp126_tg_mean_p50,ssp126_tg_mean_p90,ssp245_tg_mean_p10,ssp245_tg_mean_p50,ssp245_tg_mean_p90,ssp585_tg_mean_p10,ssp585_tg_mean_p50,ssp585_tg_mean_p90
1968-06-01,43.708333225,-79.375002465,16.05,17.61,18.91,16.05,17.61,18.91,16.05,17.61,18.91
1968-07-01,43.708333225,-79.375002465,19.49,20.40,22.20,19.49,20.40,22.20,19.49,20.40,22.20
1968-08-01,43.708333225,-79.375002465,18.67,19.89,21.15,18.67,19.89,21.15,18.67,19.89,21.15
1968-09-01,43.708333225,-79.375002465,14.39,16.40,18.58,14.39,16.40,18.58,14.39,16.40,18.58
1968-10-01,43.708333225,-79.375002465,8.47,9.46,10.09,8.47,9.46,10.09,8.47,9.46,10.09
1968-11-01,43.708333225,-79.375002465,0.96,3.67,5.31,0.96,3.67,5.31,0.96,3.67,5.31
1968-12-01,43.708333225,-79.375002465,-5.55,-3.18,-1.28,-5.55,-3.18,-1.28,-5.55,-3.18,-1.28
1969-01-01,43.708333225,-79.375002465,-9.34,-6.00,-3.51,-9.34,-6.00,-3.51,-9.34,-6.00,-3.51
1969-02-01,43.708333225,-79.375002465,-7.10,-3.83,-1.75,-7.10,-3.83,-1.75,-7.10,-3.83,-1.75
1969-03-01,43.708333225,-79.375002465,-3.49,-0.44,1.97,-3.49,-0.44,1.97,-3.49,-0.44,1.97
1969-04-01,43.708333225,-79.375002465,3.37,6.19,7.50,3.37,6.19,7.50,3.37,6.19,7.50
1969-05-01,43.708333225,-79.375002465,10.08,12.12,13.61,10.08,12.12,13.61,10.08,12.12,13.61
1969-06-01,43.708333225,-79.375002465,15.57,17.82,19.21,15.57,17.82,19.21,15.57,17.82,19.21
1969-07-01,43.708333225,-79.375002465,19.59,20.94,22.05,19.59,20.94,22.05,19.59,20.94,22.05
1969-08-01,43.708333225,-79.375002465,18.73,19.74,21.31,18.73,19.74,21.31,18.73,19.74,21.31
1969-09-01,43.708333225,-79.375002465,14.56,15.95,17.76,14.56,15.95,17.76,14.56,15.95,17.76
1969-10-01,43.708333225,-79.375002465,7.93,9.29,10.60,7.93,9.29,10.60,7.93,9.29,10.60
1969-11-01,43.708333225,-79.375002465,0.88,4.18,5.81,0.88,4.18,5.81,0.88,4.18,5.81
1969-12-01,43.708333225,-79.375002465,-5.82,-2.80,1.23,-5.82,-2.80,1.23,-5.82,-2.80,1.23
1970-01-01,43.708333225,-79.375002465,-9.57,-5.83,-2.11,-9.57,-5.83,-2.11,-9.57,-5.83,-2.11
1970-02-01,43.708333225,-79.375002465,-8.24,-4.88,-0.81,-8.24,-4.88,-0.81,-8.24,-4.88,-0.81
1970-03-01,43.708333225,-79.375002465,-2.82,-0.71,2.72,-2.82,-0.71,2.72,-2.82,-0.71,2.72
1970-04-01,43.708333225,-79.375002465,4.78,6.94,8.91,4.78,6.94,8.91,4.78,6.94,8.91
1970-05-01,43.708333225,-79.375002465,10.08,12.30,14.38,10.08,12.30,14.38,10.08,12.30,14.38
1970-06-01,43.708333225,-79.375002465,16.12,18.06,19.67,16.12,18.06,19.67,16.12,18.06,19.67
1970-07-01,43.708333225,-79.375002465,18.92,20.40,22.13,18.92,20.40,22.13,18.92,20.40,22.13
1970-08-01,43.708333225,-79.375002465,18.63,20.42,21.71,18.63,20.42,21.71,18.63,20.42,21.71
1970-09-01,43.708333225,-79.375002465,14.00,15.43,17.48,14.00,15.43,17.48,14.00,15.43,17.48
1970-10-01,43.708333225,-79.375002465,7.53,9.06,11.89,7.53,9.06,11.89,7.53,9.06,11.89
1970-11-01,43.708333225,-79.375002465,1.61,3.62,5.67,1.61,3.62,5.67,1.61,3.62,5.67
1970-12-01,43.708333225,-79.375002465,-5.59,-2.23,0.36,-5.59,-2.23,0.36,-5.59,-2.23,0.36
1971-01-01,43.708333225,-79.375002465,-8.13,-5.05,-2.37,-8.13,-5.05,-2.37,-8.13,-5.05,-2.37
1971-02-01,43.708333225,-79.375002465,-8.02,-4.24,-0.63,-8.02,-4.24,-0.63,-8.02,-4.24,-0.63
1971-03-01,43.708333225,-79.375002465,-3.12,-0.29,3.11,-3.12,-0.29,3.11,-3.12,-0.29,3.11
1971-04-01,43.708333225,-79.375002465,5.03,6.26,9.13,5.03,6.26,9.13,5.03,6.26,9.13
1971-05-01,43.708333225,-79.375002465,10.94,12.52,14.74,10.94,12.52,14.74,10.94,12.52,14.74
1971-06-01,43.708333225,-79.375002465,16.36,17.96,19.32,16.36,17.96,19.32,16.36,17.96,19.32
1971-07-01,43.708333225,-79.375002465,19.48,20.68,21.54,19.48,20.68,21.54,19.48,20.68,21.54
1971-08-01,43.708333225,-79.375002465,18.81,20.16,21.39,18.81,20.16,21.39,18.81,20.16,21.39
1971-09-01,43.708333225,-79.375002465,14.11,15.96,17.98,14.11,15.96,17.98,14.11,15.96,17.98
1971-10-01,43.708333225,-79.375002465,7.15,8.65,12.14,7.15,8.65,12.14,7.15,8.65,12.14
1971-11-01,43.708333225,-79.375002465,0.65,3.59,5.78,0.65,3.59,5.78,0.65,3.59,5.78
1971-12-01,43.708333225,-79.375002465,-5.07,-2.58,1.85,-5.07,-2.58,1.85,-5.07,-2.58,1.85
1972-01-01,43.708333225,-79.375002465,-7.73,-3.83,-0.49,-7.73,-3.83,-0.49,-7.73,-3.83,-0.49
1972-02-01,43.708333225,-79.375002465,-7.86,-4.80,-0.62,-7.86,-4.80,-0.62,-7.86,-4.80,-0.62
1972-03-01,43.708333225,-79.375002465,-3.34,-0.41,3.22,-3.34,-0.41,3.22,-3.34,-0.41,3.22
1972-04-01,43.708333225,-79.375002465,4.12,5.98,9.11,4.12,5.98,9.11,4.12,5.98,9.11
1972-05-01,43.708333225,-79.375002465,10.53,12.72,14.28,10.53,12.72,14.28,10.53,12.72,14.28
1972-06-01,43.708333225,-79.375002465,17.39,18.78,20.31,17.39,18.78,20.31,17.39,18.78,20.31
1972-07-01,43.708333225,-79.375002465,20.02,21.06,22.65,20.02,21.06,22.65,20.02,21.06,22.65
1972-08-01,43.708333225,-79.375002465,19.00,20.46,22.16,19.00,20.46,22.16,19.00,20.46,22.16
1972-09-01,43.708333225,-79.375002465,14.44,16.04,17.69,14.44,16.04,17.69,14.44,16.04,17.69
1972-10-01,43.708333225,-79.375002465,7.12,10.15,11.80,7.12,10.15,11.80,7.12,10.15,11.80
1972-11-01,43.708333225,-79.375002465,1.11,3.35,4.73,1.11,3.35,4.73,1.11,3.35,4.73
1972-12-01,43.708333225,-79.375002465,-5.50,-2.97,0.56,-5.50,-2.97,0.56,-5.50,-2.97,0.56
1973-01-01,43.708333225,-79.375002465,-10.53,-5.61,-2.58,-10.53,-5.61,-2.58,-10.53,-5.61,-2.58
1973-02-01,43.708333225,-79.375002465,-7.84,-4.91,-1.04,-7.84,-4.91,-1.04,-7.84,-4.91,-1.04
1973-03-01,43.708333225,-79.375002465,-2.89,-0.77,2.17,-2.89,-0.77,2.17,-2.89,-0.77,2.17
1973-04-01,43.708333225,-79.375002465,4.68,5.83,8.38,4.68,5.83,8.38,4.68,5.83,8.38
1973-05-01,43.708333225,-79.375002465,10.94,12.24,13.61,10.94,12.24,13.61,10.94,12.24,13.61
1973-06-01,43.708333225,-79.375002465,16.47,18.07,19.45,16.47,18.07,19.45,16.47,18.07,19.45
1973-07-01,43.708333225,-79.375002465,18.59,20.44,22.40,18.59,20.44,22.40,18.59,20.44,22.40
1973-08-01,43.708333225,-79.375002465,18.26,20.32,21.74,18.26,20.32,21.74,18.26,20.32,21.74
1973-09-01,43.708333225,-79.375002465,14.16,15.61,17.29,14.16,15.61,17.29,14.16,15.61,17.29
1973-10-01,43.708333225,-79.375002465,8.31,9.61,11.40,8.31,9.61,11.40,8.31,9.61,11.40
1973-11-01,43.708333225,-79.375002465,2.04,4.19,6.08,2.04,4.19,6.08,2.04,4.19,6.08
1973-12-01,43.708333225,-79.375002465,-4.19,-2.00,0.08,-4.19,-2.00,0.08,-4.19,-2.00,0.08
1974-01-01,43.708333225,-79.375002465,-8.97,-6.35,-3.19,-8.97,-6.35,-3.19,-8.97,-6.35,-3.19
1974-02-01,43.708333225,-79.375002465,-8.66,-4.93,-0.43,-8.66,-4.93,-0.43,-8.66,-4.93,-0.43
1974-03-01,43.708333225,-79.375002465,-4.49,-0.73,3.00,-4.49,-0.73,3.00,-4.49,-0.73,3.00
1974-04-01,43.708333225,-79.375002465,3.54,5.97,8.13,3.54,5.97,8.13,3.54,5.97,8.13
1974-05-01,43.708333225,-79.375002465,10.50,12.81,14.11,10.50,12.81,14.11,10.50,12.81,14.11
1974-06-01,43.708333225,-79.375002465,16.47,17.88,19.41,16.47,17.88,19.41,16.47,17.88,19.41
1974-07-01,43.708333225,-79.375002465,19.33,21.05,22.19,19.33,21.05,22.19,19.33,21.05,22.19
1974-08-01,43.708333225,-79.375002465,18.49,19.88,20.80,18.49,19.88,20.80,18.49,19.88,20.80
1974-09-01,43.708333225,-79.375002465,13.43,16.11,17.64,13.43,16.11,17.64,13.43,16.11,17.64
1974-10-01,43.708333225,-79.375002465,7.81,9.53,10.83,7.81,9.53,10.83,7.81,9.53,10.83
1974-11-01,43.708333225,-79.375002465,2.91,4.84,7.28,2.91,4.84,7.28,2.91,4.84,7.28
1974-12-01,43.708333225,-79.375002465,-4.42,-1.01,1.35,-4.42,-1.01,1.35,-4.42,-1.01,1.35
1975-01-01,43.708333225,-79.375002465,-8.30,-4.61,-1.53,-8.30,-4.61,-1.53,-8.30,-4.61,-1.53
1975-02-01,43.708333225,-79.375002465,-8.68,-3.91,-1.01,-8.68,-3.91,-1.01,-8.68,-3.91,-1.01
1975-03-01,43.708333225,-79.375002465,-2.01,0.68,5.09,-2.01,0.68,5.09,-2.01,0.68,5.09
1975-04-01,43.708333225,-79.375002465,4.78,7.62,9.93,4.78,7.62,9.93,4.78,7.62,9.93
1975-05-01,43.708333225,-79.375002465,10.08,12.35,13.48,10.08,12.35,13.48,10.08,12.35,13.48
1975-06-01,43.708333225,-79.375002465,16.29,17.96,19.59,16.29,17.96,19.59,16.29,17.96,19.59
1975-07-01,43.708333225,-79.375002465,19.65,21.47,22.66,19.65,21.47,22.66,19.65,21.47,22.66
1975-08-01,43.708333225,-79.375002465,18.00,20.38,21.67,18.00,20.38,21.67,18.00,20.38,21.67
1975-09-01,43.708333225,-79.375002465,14.28,16.28,18.01,14.28,16.28,18.01,14.28,16.28,18.01
1975-10-01,43.708333225,-79.375002465,7.83,10.17,11.89,7.83,10.17,11.89,7.83,10.17,11.89
1975-11-01,43.708333225,-79.375002465,1.96,3.96,5.79,1.96,3.96,5.79,1.96,3.96,5.79
1975-12-01,43.708333225,-79.375002465,-5.69,-2.01,1.19,-5.69,-2.01,1.19,-5.69,-2.01,1.19
1976-01-01,43.708333225,-79.375002465,-10.01,-6.46,-1.01,-10.01,-6.46,-1.01,-10.01,-6.46,-1.01
1976-02-01,43.708333225,-79.375002465,-8.30,-5.03,-2.09,-8.30,-5.03,-2.09,-8.30,-5.03,-2.09
1976-03-01,43.708333225,-79.375002465,-2.84,0.28,3.02,-2.84,0.28,3.02,-2.84,0.28,3.02
1976-04-01,43.708333225,-79.375002465,4.17,6.71,8.57,4.17,6.71,8.57,4.17,6.71,8.57
1976-05-01,43.708333225,-79.375002465,10.99,12.02,14.58,10.99,12.02,14.58,10.99,12.02,14.58
1976-06-01,43.708333225,-79.375002465,16.07,18.23,19.65,16.07,18.23,19.65,16.07,18.23,19.65
1976-07-01,43.708333225,-79.375002465,19.79,21.00,22.64,19.79,21.00,22.64,19.79,21.00,22.64
1976-08-01,43.708333225,-79.375002465,18.30,19.68,22.43,18.30,19.68,22.43,18.30,19.68,22.43
1976-09-01,43.708333225,-79.375002465,13.54,15.89,17.98,13.54,15.89,17.98,13.54,15.89,17.98
1976-10-01,43.708333225,-79.375002465,8.11,9.43,11.72,8.11,9.43,11.72,8.11,9.43,11.72
1976-11-01,43.708333225,-79.375002465,1.91,3.75,6.23,1.91,3.75,6.23,1.91,3.75,6.23
1976-12-01,43.708333225,-79.375002465,-5.85,-2.25,-0.36,-5.85,-2.25,-0.36,-5.85,-2.25,-0.36
1977-01-01,43.708333225,-79.375002465,-9.51,-5.36,-1.41,-9.51,-5.36,-1.41,-9.51,-5.36,-1.41
1977-02-01,43.708333225,-79.375002465,-8.10,-5.81,-1.27,-8.10,-5.81,-1.27,-8.10,-5.81,-1.27
1977-03-01,43.708333225,-79.375002465,-3.09,-0.10,2.19,-3.09,-0.10,2.19,-3.09,-0.10,2.19
1977-04-01,43.708333225,-79.375002465,4.60,6.48,9.45,4.60,6.48,9.45,4.60,6.48,9.45
1977-05-01,43.708333225,-79.375002465,11.01,12.62,14.51,11.01,12.62,14.51,11.01,12.62,14.51
1977-06-01,43.708333225,-79.375002465,16.69,18.04,19.35,16.69,18.04,19.35,16.69,18.04,19.35
1977-07-01,43.708333225,-79.375002465,19.30,20.96,22.20,19.30,20.96,22.20,19.30,20.96,22.20
1977-08-01,43.708333225,-79.375002465,19.28,20.52,21.89,19.28,20.52,21.89,19.28,20.52,21.89
1977-09-01,43.708333225,-79.375002465,13.81,16.40,17.91,13.81,16.40,17.91,13.81,16.40,17.91
1977-10-01,43.708333225,-79.375002465,7.10,9.50,11.94,7.10,9.50,11.94,7.10,9.50,11.94
1977-11-01,43.708333225,-79.375002465,1.64,4.59,6.32,1.64,4.59,6.32,1.64,4.59,6.32
1977-12-01,43.708333225,-79.375002465,-5.09,-1.34,1.13,-5.09,-1.34,1.13,-5.09,-1.34,1.13
1978-01-01,43.708333225,-79.375002465,-8.08,-5.99,-3.05,-8.08,-5.99,-3.05,-8.08,-5.99,-3.05
1978-02-01,43.708333225,-79.375002465,-7.38,-4.54,-1.96,-7.38,-4.54,-1.96,-7.38,-4.54,-1.96
1978-03-01,43.708333225,-79.375002465,-3.12,-1.02,3.50,-3.12,-1.02,3.50,-3.12,-1.02,3.50
1978-04-01,43.708333225,-79.375002465,4.78,6.94,9.29,4.78,6.94,9.29,4.78,6.94,9.29
1978-05-01,43.708333225,-79.375002465,10.28,13.48,14.81,10.28,13.48,14.81,10.28,13.48,14.81
1978-06-01,43.708333225,-79.375002465,17.71,18.31,19.86,17.71,18.31,19.86,17.71,18.31,19.86
1978-07-01,43.708333225,-79.375002465,19.79,21.51,22.79,19.79,21.51,22.79,19.79,21.51,22.79
1978-08-01,43.708333225,-79.375002465,18.61,20.59,22.39,18.61,20.59,22.39,18.61,20.59,22.39
1978-09-01,43.708333225,-79.375002465,14.31,16.10,18.27,14.31,16.10,18.27,14.31,16.10,18.27
1978-10-01,43.708333225,-79.375002465,8.67,10.28,12.45,8.67,10.28,12.45,8.67,10.28,12.45
1978-11-01,43.708333225,-79.375002465,2.06,4.45,6.69,2.06,4.45,6.69,2.06,4.45,6.69
1978-12-01,43.708333225,-79.375002465,-4.87,-2.15,0.69,-4.87,-2.15,0.69,-4.87,-2.15,0.69
1979-01-01,43.708333225,-79.375002465,-8.84,-5.96,-3.23,-8.84,-5.96,-3.23,-8.84,-5.96,-3.23
1979-02-01,43.708333225,-79.375002465,-8.50,-2.16,0.63,-8.50,-2.16,0.63,-8.50,-2.16,0.63
1979-03-01,43.708333225,-79.375002465,-1.05,0.34,3.62,-1.05,0.34,3.62,-1.05,0.34,3.62
1979-04-01,43.708333225,-79.375002465,5.09,6.72,9.50,5.09,6.72,9.50,5.09,6.72,9.50
1979-05-01,43.708333225,-79.375002465,10.85,13.32,15.50,10.85,13.32,15.50,10.85,13.32,15.50
1979-06-01,43.708333225,-79.375002465,16.49,17.89,20.55,16.49,17.89,20.55,16.49,17.89,20.55
1979-07-01,43.708333225,-79.375002465,20.00,20.84,23.09,20.00,20.84,23.09,20.00,20.84,23.09
1979-08-01,43.708333225,-79.375002465,19.08,20.17,21.59,19.08,20.17,21.59,19.08,20.17,21.59
1979-09-01,43.708333225,-79.375002465,14.24,15.75,17.51,14.24,15.75,17.51,14.24,15.75,17.51
1979-10-01,43.708333225,-79.375002465,7.88,9.46,11.90,7.88,9.46,11.90,7.88,9.46,11.90
1979-11-01,43.708333225,-79.375002465,1.83,4.47,6.34,1.83,4.47,6.34,1.83,4.47,6.34
1979-12-01,43.708333225,-79.375002465,-5.44,-2.44,0.33,-5.44,-2.44,0.33,-5.44,-2.44,0.33
1980-01-01,43.708333225,-79.375002465,-7.40,-4.90,-1.88,-7.40,-4.90,-1.88,-7.40,-4.90,-1.88
1980-02-01,43.708333225,-79.375002465,-6.48,-3.91,-1.31,-6.48,-3.91,-1.31,-6.48,-3.91,-1.31
1980-03-01,43.708333225,-79.375002465,-3.53,-0.50,4.62,-3.53,-0.50,4.62,-3.53,-0.50,4.62
1980-04-01,43.708333225,-79.375002465,4.81,7.24,9.61,4.81,7.24,9.61,4.81,7.24,9.61
1980-05-01,43.708333225,-79.375002465,11.37,12.99,15.44,11.37,12.99,15.44,11.37,12.99,15.44
1980-06-01,43.708333225,-79.375002465,16.16,18.43,20.36,16.16,18.43,20.36,16.16,18.43,20.36
1980-07-01,43.708333225,-79.375002465,19.73,21.34,22.80,19.73,21.34,22.80,19.73,21.34,22.80
1980-08-01,43.708333225,-79.375002465,19.24,20.54,22.28,19.24,20.54,22.28,19.24,20.54,22.28
1980-09-01,43.708333225,-79.375002465,14.43,15.93,17.60,14.43,15.93,17.60,14.43,15.93,17.60
1980-10-01,43.708333225,-79.375002465,8.06,9.78,11.66,8.06,9.78,11.66,8.06,9.78,11.66
1980-11-01,43.708333225,-79.375002465,2.53,3.75,5.91,2.53,3.75,5.91,2.53,3.75,5.91
1980-12-01,43.708333225,-79.375002465,-4.74,-2.58,0.33,-4.74,-2.58,0.33,-4.74,-2.58,0.33
1981-01-01,43.708333225,-79.375002465,-8.24,-5.49,-2.73,-8.24,-5.49,-2.73,-8.24,-5.49,-2.73
1981-02-01,43.708333225,-79.375002465,-6.35,-4.53,-1.95,-6.35,-4.53,-1.95,-6.35,-4.53,-1.95
1981-03-01,43.708333225,-79.375002465,-2.50,0.36,3.31,-2.50,0.36,3.31,-2.50,0.36,3.31
1981-04-01,43.708333225,-79.375002465,5.60,7.06,8.73,5.60,7.06,8.73,5.60,7.06,8.73
1981-05-01,43.708333225,-79.375002465,11.36,12.63,14.10,11.36,12.63,14.10,11.36,12.63,14.10
1981-06-01,43.708333225,-79.375002465,17.37,18.55,19.92,17.37,18.55,19.92,17.37,18.55,19.92
1981-07-01,43.708333225,-79.375002465,20.03,21.18,23.29,20.03,21.18,23.29,20.03,21.18,23.29
1981-08-01,43.708333225,-79.375002465,19.10,20.49,22.40,19.10,20.49,22.40,19.10,20.49,22.40
1981-09-01,43.708333225,-79.375002465,13.62,16.06,17.80,13.62,16.06,17.80,13.62,16.06,17.80
1981-10-01,43.708333225,-79.375002465,8.38,9.50,11.16,8.38,9.50,11.16,8.38,9.50,11.16
1981-11-01,43.708333225,-79.375002465,0.58,3.05,5.16,0.58,3.05,5.16,0.58,3.05,5.16
1981-12-01,43.708333225,-79.375002465,-6.76,-2.47,0.56,-6.76,-2.47,0.56,-6.76,-2.47,0.56
1982-01-01,43.708333225,-79.375002465,-9.40,-6.32,-2.60,-9.40,-6.32,-2.60,-9.40,-6.32,-2.60
1982-02-01,43.708333225,-79.375002465,-6.99,-4.40,-1.10,-6.99,-4.40,-1.10,-6.99,-4.40,-1.10
1982-03-01,43.708333225,-79.375002465,-1.96,0.75,3.47,-1.96,0.75,3.47,-1.96,0.75,3.47
1982-04-01,43.708333225,-79.375002465,3.79,6.60,9.34,3.79,6.60,9.34,3.79,6.60,9.34
1982-05-01,43.708333225,-79.375002465,10.58,12.27,13.35,10.58,12.27,13.35,10.58,12.27,13.35
1982-06-01,43.708333225,-79.375002465,16.36,17.56,19.44,16.36,17.56,19.44,16.36,17.56,19.44
1982-07-01,43.708333225,-79.375002465,19.27,20.11,21.02,19.27,20.11,21.02,19.27,20.11,21.02
1982-08-01,43.708333225,-79.375002465,19.38,20.38,21.34,19.38,20.38,21.34,19.38,20.38,21.34
1982-09-01,43.708333225,-79.375002465,13.86,16.15,17.75,13.86,16.15,17.75,13.86,16.15,17.75
1982-10-01,43.708333225,-79.375002465,8.09,9.82,10.64,8.09,9.82,10.64,8.09,9.82,10.64
1982-11-01,43.708333225,-79.375002465,1.69,4.03,5.93,1.69,4.03,5.93,1.69,4.03,5.93
1982-12-01,43.708333225,-79.375002465,-3.83,-1.66,0.79,-3.83,-1.66,0.79,-3.83,-1.66,0.79
1983-01-01,43.708333225,-79.375002465,-9.31,-5.57,-2.50,-9.31,-5.57,-2.50,-9.31,-5.57,-2.50
1983-02-01,43.708333225,-79.375002465,-7.84,-5.38,0.07,-7.84,-5.38,0.07,-7.84,-5.38,0.07
1983-03-01,43.708333225,-79.375002465,-2.97,-0.21,3.54,-2.97,-0.21,3.54,-2.97,-0.21,3.54
1983-04-01,43.708333225,-79.375002465,4.45,6.27,7.89,4.45,6.27,7.89,4.45,6.27,7.89
1983-05-01,43.708333225,-79.375002465,10.47,12.30,14.70,10.47,12.30,14.70,10.47,12.30,14.70
1983-06-01,43.708333225,-79.375002465,16.30,17.79,19.95,16.30,17.79,19.95,16.30,17.79,19.95
1983-07-01,43.708333225,-79.375002465,19.07,21.18,22.55,19.07,21.18,22.55,19.07,21.18,22.55
1983-08-01,43.708333225,-79.375002465,17.96,19.31,21.56,17.96,19.31,21.56,17.96,19.31,21.56
1983-09-01,43.708333225,-79.375002465,13.82,16.09,17.64,13.82,16.09,17.64,13.82,16.09,17.64
1983-10-01,43.708333225,-79.375002465,8.15,9.41,11.22,8.15,9.41,11.22,8.15,9.41,11.22
1983-11-01,43.708333225,-79.375002465,1.21,3.02,4.76,1.21,3.02,4.76,1.21,3.02,4.76
1983-12-01,43.708333225,-79.375002465,-4.40,-1.09,1.21,-4.40,-1.09,1.21,-4.40,-1.09,1.21
1984-01-01,43.708333225,-79.375002465,-9.11,-5.56,-1.53,-9.11,-5.56,-1.53,-9.11,-5.56,-1.53
1984-02-01,43.708333225,-79.375002465,-8.69,-4.60,-2.16,-8.69,-4.60,-2.16,-8.69,-4.60,-2.16
1984-03-01,43.708333225,-79.375002465,-2.45,0.31,3.59,-2.45,0.31,3.59,-2.45,0.31,3.59
1984-04-01,43.708333225,-79.375002465,4.34,6.98,8.74,4.34,6.98,8.74,4.34,6.98,8.74
1984-05-01,43.708333225,-79.375002465,10.48,13.07,15.41,10.48,13.07,15.41,10.48,13.07,15.41
1984-06-01,43.708333225,-79.375002465,16.14,17.73,19.66,16.14,17.73,19.66,16.14,17.73,19.66
1984-07-01,43.708333225,-79.375002465,19.01,20.75,22.33,19.01,20.75,22.33,19.01,20.75,22.33
1984-08-01,43.708333225,-79.375002465,18.88,20.02,21.57,18.88,20.02,21.57,18.88,20.02,21.57
1984-09-01,43.708333225,-79.375002465,14.91,16.42,18.08,14.91,16.42,18.08,14.91,16.42,18.08
1984-10-01,43.708333225,-79.375002465,7.23,9.35,11.91,7.23,9.35,11.91,7.23,9.35,11.91
1984-11-01,43.708333225,-79.375002465,1.59,4.25,5.93,1.59,4.25,5.93,1.59,4.25,5.93
1984-12-01,43.708333225,-79.375002465,-5.16,-2.19,0.20,-5.16,-2.19,0.20,-5.16,-2.19,0.20
1985-01-01,43.708333225,-79.375002465,-7.13,-5.72,-3.60,-7.13,-5.72,-3.60,-7.13,-5.72,-3.60
1985-02-01,43.708333225,-79.375002465,-8.03,-4.74,-1.09,-8.03,-4.74,-1.09,-8.03,-4.74,-1.09
1985-03-01,43.708333225,-79.375002465,-2.44,0.95,3.89,-2.44,0.95,3.89,-2.44,0.95,3.89
1985-04-01,43.708333225,-79.375002465,4.81,6.20,9.26,4.81,6.20,9.26,4.81,6.20,9.26
1985-05-01,43.708333225,-79.375002465,10.94,12.67,15.78,10.94,12.67,15.78,10.94,12.67,15.78
1985-06-01,43.708333225,-79.375002465,16.57,17.83,19.40,16.57,17.83,19.40,16.57,17.83,19.40
1985-07-01,43.708333225,-79.375002465,19.83,20.95,22.17,19.83,20.95,22.17,19.83,20.95,22.17
1985-08-01,43.708333225,-79.375002465,18.77,20.23,21.45,18.77,20.23,21.45,18.77,20.23,21.45
1985-09-01,43.708333225,-79.375002465,14.26,15.83,17.46,14.26,15.83,17.46,14.26,15.83,17.46
1985-10-01,43.708333225,-79.375002465,8.58,9.89,12.14,8.58,9.89,12.14,8.58,9.89,12.14
1985-11-01,43.708333225,-79.375002465,2.19,3.67,6.16,2.19,3.67,6.16,2.19,3.67,6.16
1985-12-01,43.708333225,-79.375002465,-4.36,-1.75,0.60,-4.36,-1.75,0.60,-4.36,-1.75,0.60
1986-01-01,43.708333225,-79.375002465,-7.08,-4.28,-1.99,-7.08,-4.28,-1.99,-7.08,-4.28,-1.99
1986-02-01,43.708333225,-79.375002465,-6.82,-3.73,-0.75,-6.82,-3.73,-0.75,-6.82,-3.73,-0.75
1986-03-01,43.708333225,-79.375002465,-3.52,0.06,2.60,-3.52,0.06,2.60,-3.52,0.06,2.60
1986-04-01,43.708333225,-79.375002465,4.28,6.89,8.91,4.28,6.89,8.91,4.28,6.89,8.91
1986-05-01,43.708333225,-79.375002465,10.68,12.53,13.99,10.68,12.53,13.99,10.68,12.53,13.99
1986-06-01,43.708333225,-79.375002465,16.14,17.97,20.37,16.14,17.97,20.37,16.14,17.97,20.37
1986-07-01,43.708333225,-79.375002465,19.81,20.86,22.36,19.81,20.86,22.36,19.81,20.86,22.36
1986-08-01,43.708333225,-79.375002465,19.40,20.02,21.59,19.40,20.02,21.59,19.40,20.02,21.59
1986-09-01,43.708333225,-79.375002465,14.22,16.08,18.14,14.22,16.08,18.14,14.22,16.08,18.14
1986-10-01,43.708333225,-79.375002465,8.48,9.74,12.09,8.48,9.74,12.09,8.48,9.74,12.09
1986-11-01,43.708333225,-79.375002465,1.66,4.19,6.86,1.66,4.19,6.86,1.66,4.19,6.86
1986-12-01,43.708333225,-79.375002465,-4.40,-2.08,1.52,-4.40,-2.08,1.52,-4.40,-2.08,1.52
1987-01-01,43.708333225,-79.375002465,-8.79,-5.82,-1.52,-8.79,-5.82,-1.52,-8.79,-5.82,-1.52
1987-02-01,43.708333225,-79.375002465,-6.96,-4.06,-0.25,-6.96,-4.06,-0.25,-6.96,-4.06,-0.25
1987-03-01,43.708333225,-79.375002465,-2.41,0.06,3.75,-2.41,0.06,3.75,-2.41,0.06,3.75
1987-04-01,43.708333225,-79.375002465,4.10,7.08,9.25,4.10,7.08,9.25,4.10,7.08,9.25
1987-05-01,43.708333225,-79.375002465,11.21,12.82,15.30,11.21,12.82,15.30,11.21,12.82,15.30
1987-06-01,43.708333225,-79.375002465,16.16,18.03,19.93,16.16,18.03,19.93,16.16,18.03,19.93
1987-07-01,43.708333225,-79.375002465,19.64,21.27,22.37,19.64,21.27,22.37,19.64,21.27,22.37
1987-08-01,43.708333225,-79.375002465,18.33,20.39,21.82,18.33,20.39,21.82,18.33,20.39,21.82
1987-09-01,43.708333225,-79.375002465,14.83,16.22,17.83,14.83,16.22,17.83,14.83,16.22,17.83
1987-10-01,43.708333225,-79.375002465,8.48,10.45,12.94,8.48,10.45,12.94,8.48,10.45,12.94
1987-11-01,43.708333225,-79.375002465,2.62,4.25,7.17,2.62,4.25,7.17,2.62,4.25,7.17
1987-12-01,43.708333225,-79.375002465,-3.54,-1.53,0.58,-3.54,-1.53,0.58,-3.54,-1.53,0.58
1988-01-01,43.708333225,-79.375002465,-8.60,-5.27,-0.02,-8.60,-5.27,-0.02,-8.60,-5.27,-0.02
1988-02-01,43.708333225,-79.375002465,-6.87,-3.57,0.05,-6.87,-3.57,0.05,-6.87,-3.57,0.05
