Date,Hour,Market Demand,Ontario Demand
2024-08-21,16,18341,15855
2024-08-21,17,19356,16562
2024-08-21,18,19492,16885
2024-08-21,19,19727,16980
2024-08-21,20,19771,17096
2024-08-21,21,19268,16501
2024-08-21,22,18397,15401
2024-08-21,23,16974,14294
2024-08-21,24,15914,13546
2024-08-22,1,15373,13006
2024-08-22,2,14903,12620
2024-08-22,3,14751,12395
2024-08-22,4,14644,12417
2024-08-22,5,14983,12703
2024-08-22,6,15565,13269
2024-08-22,7,16375,14234
2024-08-22,8,16637,14920
2024-08-22,9,16599,15207
2024-08-22,10,16634,15540
2024-08-22,11,16794,15808
2024-08-22,12,16777,15963
2024-08-22,13,17037,16203
2024-08-22,14,17640,16593
2024-08-22,15,18606,17017
2024-08-22,16,19376,17380
2024-08-22,17,20391,17897
2024-08-22,18,20907,18050
2024-08-22,19,20679,17930
2024-08-22,20,20538,17774
2024-08-22,21,20054,17371
2024-08-22,22,19004,16268
2024-08-22,23,17601,15027
2024-08-22,24,16318,13901
2024-08-23,1,15737,13293
2024-08-23,2,15260,12660
2024-08-23,3,15112,12542
2024-08-23,4,15378,12626
2024-08-23,5,15576,12879
2024-08-23,6,16204,13578
2024-08-23,7,16801,14629
2024-08-23,8,17728,15388
2024-08-23,9,17802,15845
2024-08-23,10,18366,16326
2024-08-23,11,18840,16663
2024-08-23,12,19287,17044
2024-08-23,13,19373,17323
2024-08-23,14,20057,17581
2024-08-23,15,20535,17740
2024-08-23,16,20938,18108
2024-08-23,17,21435,18778
2024-08-23,18,21304,18729
2024-08-23,19,21121,18451
2024-08-23,20,20995,18075
2024-08-23,21,20593,17570
2024-08-23,22,19280,16491
2024-08-23,23,17784,15206
2024-08-23,24,16554,14178
2024-08-24,1,15681,13459
2024-08-24,2,15592,13147
2024-08-24,3,15143,12845
2024-08-24,4,15048,12729
2024-08-24,5,15025,12760
2024-08-24,6,14968,12912
2024-08-24,7,15319,13244
2024-08-24,8,15897,13926
2024-08-24,9,16562,14842
2024-08-24,10,17239,15499
2024-08-24,11,17708,16078
2024-08-24,12,18677,16612
2024-08-24,13,18968,16887
2024-08-24,14,19768,17274
2024-08-24,15,20482,17704
2024-08-24,16,20938,18187
2024-08-24,17,20790,18688
2024-08-24,18,20721,18700
2024-08-24,19,20469,18299
2024-08-24,20,20266,17873
2024-08-24,21,19740,17370
2024-08-24,22,19362,16460
2024-08-24,23,18328,15505
2024-08-24,24,17137,14610
2024-08-25,1,16221,13991
2024-08-25,2,15828,13612
2024-08-25,3,15623,13159
2024-08-25,4,15322,12897
2024-08-25,5,15302,12818
2024-08-25,6,15131,12860
2024-08-25,7,15420,13212
2024-08-25,8,16077,13957
2024-08-25,9,17244,14994
2024-08-25,10,18170,16012
2024-08-25,11,19252,16960
2024-08-25,12,19859,17758
2024-08-25,13,20123,18281
2024-08-25,14,20515,18850
2024-08-25,15,20759,19347
2024-08-25,16,21520,20150
2024-08-25,17,21920,20644
2024-08-25,18,21405,20699
2024-08-25,19,20818,20178
2024-08-25,20,20207,19663
2024-08-25,21,19723,19195
2024-08-25,22,18796,18080
2024-08-25,23,18038,16850
2024-08-25,24,17336,15677
2024-08-26,1,16929,14878
2024-08-26,2,16354,14206
2024-08-26,3,16161,13818
2024-08-26,4,16323,13929
2024-08-26,5,16687,14273
2024-08-26,6,17564,15045
2024-08-26,7,18381,16091
2024-08-26,8,18612,17027
2024-08-26,9,18800,17926
2024-08-26,10,20089,19177
2024-08-26,11,20995,20055
2024-08-26,12,21685,20761
2024-08-26,13,22292,21335
2024-08-26,14,22917,21766
2024-08-26,15,23353,22093
2024-08-26,16,23252,22342
2024-08-26,17,23607,22466
2024-08-26,18,23455,22250
2024-08-26,19,23207,22055
2024-08-26,20,22878,21870
2024-08-26,21,22008,21060
2024-08-26,22,20376,19659
2024-08-26,23,18891,18137
2024-08-26,24,18176,16765
2024-08-27,1,17918,15803
2024-08-27,2,17766,15201
2024-08-27,3,17408,14830
2024-08-27,4,17450,14762
2024-08-27,5,17676,15020
2024-08-27,6,18650,15948
2024-08-27,7,19411,17027
2024-08-27,8,20199,18272
2024-08-27,9,20627,19255
2024-08-27,10,21427,20273
2024-08-27,11,22263,20943
2024-08-27,12,22439,21317
2024-08-27,13,22642,21591
2024-08-27,14,23382,21886
2024-08-27,15,23706,22153
2024-08-27,16,24097,22407
2024-08-27,17,24728,22750
2024-08-27,18,24854,22639
2024-08-27,19,23571,21961
2024-08-27,20,23937,22593
2024-08-27,21,22905,21798
2024-08-27,22,21922,20692
2024-08-27,23,20669,19025
2024-08-27,24,19623,17786
2024-08-28,1,19473,16966
2024-08-28,2,19042,16452
2024-08-28,3,18671,16016
2024-08-28,4,18229,15702
2024-08-28,5,18335,15839
2024-08-28,6,19022,16649
2024-08-28,7,19884,17565
2024-08-28,8,20679,18566
2024-08-28,9,21056,19241
2024-08-28,10,21321,19759
2024-08-28,11,21768,19970
2024-08-28,12,21221,20092
2024-08-28,13,21995,20179
2024-08-28,14,22099,20155
2024-08-28,15,21945,19767
2024-08-28,16,21391,19397
2024-08-28,17,21341,19371
2024-08-28,18,20917,19063
2024-08-28,19,20524,18842
2024-08-28,20,20972,19033
2024-08-28,21,20490,18379
2024-08-28,22,19998,17260
2024-08-28,23,18975,16056
2024-08-28,24,17857,15032
2024-08-29,1,17025,14219
2024-08-29,2,16761,14039
2024-08-29,3,16530,13774
2024-08-29,4,16792,13776
2024-08-29,5,16903,14026
2024-08-29,6,17479,14498
2024-08-29,7,18414,15376
2024-08-29,8,19293,16114
2024-08-29,9,19670,16387
2024-08-29,10,19933,16737
2024-08-29,11,19989,16987
2024-08-29,12,20323,17418
2024-08-29,13,20242,17814
2024-08-29,14,20452,17927
2024-08-29,15,20748,17909
2024-08-29,16,21014,18241
2024-08-29,17,21233,18688
2024-08-29,18,21407,18882
2024-08-29,19,21435,18794
2024-08-29,20,21293,18568
2024-08-29,21,20390,17791
2024-08-29,22,19926,16661
2024-08-29,23,18618,15298
2024-08-29,24,17528,14422
2024-08-30,1,16794,13630
2024-08-30,2,16573,13327
2024-08-30,3,16340,13161
2024-08-30,4,16123,13120
2024-08-30,5,16561,13454
2024-08-30,6,17628,14275
2024-08-30,7,18179,15004
2024-08-30,8,19108,15877
2024-08-30,9,19703,16628
2024-08-30,10,19734,17231
2024-08-30,11,20121,17763
2024-08-30,12,20115,18395
2024-08-30,13,20562,19026
2024-08-30,14,21013,19501
2024-08-30,15,21694,19967
2024-08-30,16,22700,20588
2024-08-30,17,23402,21313
2024-08-30,18,22801,21084
2024-08-30,19,21612,20399
2024-08-30,20,20844,19890
2024-08-30,21,20641,19345
2024-08-30,22,20476,18665
2024-08-30,23,19993,17596
2024-08-30,24,19048,16332
2024-08-31,1,17902,15571
2024-08-31,2,16840,14889
2024-08-31,3,16510,14592
2024-08-31,4,16006,14097
2024-08-31,5,16074,14188
2024-08-31,6,16382,14378
2024-08-31,7,16990,15096
2024-08-31,8,17658,15895
2024-08-31,9,18377,16644
2024-08-31,10,18622,17354
2024-08-31,11,19023,17971
2024-08-31,12,19155,18395
2024-08-31,13,19037,18585
2024-08-31,14,19243,18852
2024-08-31,15,19503,18990
2024-08-31,16,20292,19448
2024-08-31,17,20631,19968
2024-08-31,18,20795,19821
2024-08-31,19,20402,19306
2024-08-31,20,19153,18184
2024-08-31,21,19229,17672
2024-08-31,22,18839,16755
2024-08-31,23,18143,15546
2024-08-31,24,17410,14770
2024-09-01,1,16443,13869
2024-09-01,2,15832,13280
2024-09-01,3,15809,13217
2024-09-01,4,15854,13159
2024-09-01,5,15583,12909
2024-09-01,6,15781,13069
2024-09-01,7,15857,13192
2024-09-01,8,16917,14216
2024-09-01,9,17949,15217
2024-09-01,10,18991,16034
2024-09-01,11,19055,16528
2024-09-01,12,19538,16823
2024-09-01,13,19561,16689
2024-09-01,14,19533,16661
2024-09-01,15,19547,16669
2024-09-01,16,19830,16841
2024-09-01,17,20576,17171
2024-09-01,18,20670,17170
2024-09-01,19,20494,16944
2024-09-01,20,19899,16523
2024-09-01,21,19224,15825
2024-09-01,22,18102,14889
2024-09-01,23,16740,14009
2024-09-01,24,15917,13257
2024-09-02,1,15310,12634
2024-09-02,2,14681,12106
2024-09-02,3,14820,12064
2024-09-02,4,15108,12144
2024-09-02,5,14936,12020
2024-09-02,6,14981,12173
2024-09-02,7,14446,12185
2024-09-02,8,15166,12595
2024-09-02,9,15589,12929
2024-09-02,10,15708,13029
2024-09-02,11,16121,13334
2024-09-02,12,16140,13426
2024-09-02,13,16130,13380
2024-09-02,14,16274,13420
2024-09-02,15,16739,13724
2024-09-02,16,17421,14476
2024-09-02,17,18609,15544
2024-09-02,18,19313,16010
2024-09-02,19,19440,16182
2024-09-02,20,19063,16065
2024-09-02,21,18520,15443
2024-09-02,22,16972,14254
2024-09-02,23,15455,13384
2024-09-02,24,14820,12724
2024-09-03,1,14474,12352
2024-09-03,2,14468,12191
2024-09-03,3,14393,12059
2024-09-03,4,14506,12112
2024-09-03,5,14481,12455
2024-09-03,6,15651,13572
2024-09-03,7,16400,14678
2024-09-03,8,16780,14944
2024-09-03,9,16284,14957
2024-09-03,10,16613,15137
2024-09-03,11,16781,15346
2024-09-03,12,17371,15613
2024-09-03,13,17507,15891
2024-09-03,14,17706,15968
2024-09-03,15,17885,16176
2024-09-03,16,18851,16889
2024-09-03,17,19636,17609
2024-09-03,18,20303,17827
2024-09-03,19,20508,17842
2024-09-03,20,19904,17566
2024-09-03,21,19486,16801
2024-09-03,22,18250,15655
2024-09-03,23,16562,14426
2024-09-03,24,15716,13538
2024-09-04,1,15065,13038
2024-09-04,2,14218,12667
2024-09-04,3,14580,12405
2024-09-04,4,14934,12489
2024-09-04,5,15661,12785
2024-09-04,6,16575,13964
2024-09-04,7,17477,15063
2024-09-04,8,17242,15248
2024-09-04,9,17538,15427
2024-09-04,10,18132,15801
2024-09-04,11,18119,16054
2024-09-04,12,18302,16375
2024-09-04,13,18615,16746
2024-09-04,14,19375,16966
2024-09-04,15,20167,17359
2024-09-04,16,20857,18135
2024-09-04,17,21631,18807
2024-09-04,18,21147,18815
2024-09-04,19,20579,18515
2024-09-04,20,19728,18306
2024-09-04,21,19321,17374
2024-09-04,22,18335,16105
2024-09-04,23,17051,14852
2024-09-04,24,16832,14067
2024-09-05,1,16304,13476
2024-09-05,2,16166,13088
2024-09-05,3,16098,12927
2024-09-05,4,16093,12866
2024-09-05,5,16774,13349
2024-09-05,6,17645,14458
2024-09-05,7,18103,15327
2024-09-05,8,17827,15513
2024-09-05,9,17955,15943
2024-09-05,10,18580,16293
2024-09-05,11,19044,16572
2024-09-05,12,19626,16974
2024-09-05,13,19868,17355
2024-09-05,14,20516,17874
2024-09-05,15,20826,18303
2024-09-05,16,21786,19334
2024-09-05,17,22060,19900
2024-09-05,18,21886,19795
2024-09-05,19,22048,19344
2024-09-05,20,21486,18795
2024-09-05,21,20749,17926
2024-09-05,22,19728,16595
2024-09-05,23,18750,15385
2024-09-05,24,17518,14437
2024-09-06,1,17017,13821
2024-09-06,2,17043,13699
2024-09-06,3,16634,13437
2024-09-06,4,16501,13521
2024-09-06,5,16399,14063
2024-09-06,6,17639,15066
2024-09-06,7,18765,16203
2024-09-06,8,19254,16828
2024-09-06,9,19343,16932
2024-09-06,10,19671,17238
2024-09-06,11,20547,17633
2024-09-06,12,21034,17693
2024-09-06,13,21172,18005
2024-09-06,14,21474,17961
2024-09-06,15,20854,17479
2024-09-06,16,21009,17635
2024-09-06,17,21404,17949
2024-09-06,18,21474,17615
2024-09-06,19,20934,17338
2024-09-06,20,20983,17316
2024-09-06,21,20249,16714
2024-09-06,22,18889,15771
2024-09-06,23,17752,14723
2024-09-06,24,16731,13804
2024-09-07,1,16404,13112
2024-09-07,2,15539,12661
2024-09-07,3,15958,12586
2024-09-07,4,15594,12499
2024-09-07,5,15728,12455
2024-09-07,6,16059,12857
2024-09-07,7,16044,13267
2024-09-07,8,16895,13996
2024-09-07,9,16781,14505
2024-09-07,10,17064,14988
2024-09-07,11,16929,15027
2024-09-07,12,17196,14624
2024-09-07,13,17035,14376
2024-09-07,14,16936,14434
2024-09-07,15,17318,14385
2024-09-07,16,17367,14455
2024-09-07,17,18089,14898
2024-09-07,18,18675,15118
2024-09-07,19,18939,15266
2024-09-07,20,18435,15284
2024-09-07,21,17755,14654
2024-09-07,22,16949,14033
2024-09-07,23,15969,13249
2024-09-07,24,15594,12686
2024-09-08,1,15466,12227
2024-09-08,2,15211,11882
2024-09-08,3,15574,11780
2024-09-08,4,15448,11631
2024-09-08,5,15398,11502
2024-09-08,6,15588,11814
2024-09-08,7,16105,12259
2024-09-08,8,16587,12861
2024-09-08,9,16333,13141
2024-09-08,10,15741,13073
2024-09-08,11,15939,13327
2024-09-08,12,16198,13508
2024-09-08,13,16435,13516
2024-09-08,14,16776,13606
2024-09-08,15,16810,13867
2024-09-08,16,17158,14336
2024-09-08,17,17628,15026
2024-09-08,18,18109,15384
2024-09-08,19,18056,15567
2024-09-08,20,17575,15426
2024-09-08,21,17494,14740
2024-09-08,22,16664,13957
2024-09-08,23,16325,13201
2024-09-08,24,15637,12497
2024-09-09,1,15479,12087
2024-09-09,2,15371,12001
2024-09-09,3,15133,11842
2024-09-09,4,15196,11960
2024-09-09,5,15353,12528
2024-09-09,6,16192,13651
2024-09-09,7,17279,15045
2024-09-09,8,17585,15482
2024-09-09,9,17584,15503
2024-09-09,10,17612,15702
2024-09-09,11,17576,15673
2024-09-09,12,17908,15927
2024-09-09,13,18363,16067
2024-09-09,14,18354,16041
2024-09-09,15,18486,16072
2024-09-09,16,18898,16553
2024-09-09,17,19484,17024
2024-09-09,18,20161,17198
2024-09-09,19,19768,17200
2024-09-09,20,19483,17144
2024-09-09,21,18502,16229
2024-09-09,22,17408,15255
2024-09-09,23,16402,14312
2024-09-09,24,15650,13309
2024-09-10,1,15337,12995
2024-09-10,2,15165,12726
2024-09-10,3,15170,12660
2024-09-10,4,15139,12679
2024-09-10,5,15381,13085
2024-09-10,6,16632,14121
2024-09-10,7,17300,15135
2024-09-10,8,17469,15255
2024-09-10,9,17529,15135
2024-09-10,10,17637,15182
2024-09-10,11,17485,15417
2024-09-10,12,17497,15514
2024-09-10,13,17366,15628
2024-09-10,14,17031,15389
2024-09-10,15,17830,15785
2024-09-10,16,18875,16532
2024-09-10,17,19687,17654
2024-09-10,18,19309,17734
2024-09-10,19,19597,17657
2024-09-10,20,19900,17658
2024-09-10,21,19231,16803
2024-09-10,22,18522,15600
2024-09-10,23,17002,14382
2024-09-10,24,15908,13421
2024-09-11,1,15499,12876
2024-09-11,2,15033,12526
2024-09-11,3,14990,12468
2024-09-11,4,15180,12578
2024-09-11,5,15880,12922
2024-09-11,6,17297,13997
2024-09-11,7,17676,15055
2024-09-11,8,17507,15225
2024-09-11,9,17574,15465
2024-09-11,10,17736,15689
2024-09-11,11,18126,15749
2024-09-11,12,18447,16000
2024-09-11,13,19318,16397
2024-09-11,14,19674,16789
2024-09-11,15,19800,17271
2024-09-11,16,20036,17974
2024-09-11,17,20623,18522
2024-09-11,18,20528,18427
2024-09-11,19,20174,18197
2024-09-11,20,20285,18167
2024-09-11,21,19802,17358
2024-09-11,22,19085,16068
2024-09-11,23,17315,14878
2024-09-11,24,16326,14065
2024-09-12,1,15537,13455
2024-09-12,2,15354,13044
2024-09-12,3,15346,12945
2024-09-12,4,14944,12975
2024-09-12,5,15244,13317
2024-09-12,6,16702,14363
2024-09-12,7,18065,15428
2024-09-12,8,18124,15868
2024-09-12,9,18484,16067
2024-09-12,10,18960,16436
2024-09-12,11,19436,16624
2024-09-12,12,19396,16976
2024-09-12,13,19606,17406
2024-09-12,14,19668,17763
2024-09-12,15,19636,18325
2024-09-12,16,20516,19075
2024-09-12,17,21091,19583
2024-09-12,18,21206,19341
2024-09-12,19,20506,19102
2024-09-12,20,20205,18884
2024-09-12,21,19764,18050
2024-09-12,22,18965,16817
2024-09-12,23,17983,15597
2024-09-12,24,17119,14692
2024-09-13,1,16412,13991
2024-09-13,2,15908,13485
2024-09-13,3,15068,13256
2024-09-13,4,15539,13071
2024-09-13,5,15523,13433
2024-09-13,6,17026,14478
2024-09-13,7,18015,15653
2024-09-13,8,18006,16069
2024-09-13,9,18270,16370
2024-09-13,10,19234,16866
2024-09-13,11,19234,17263
2024-09-13,12,19587,17707
2024-09-13,13,19940,18228
2024-09-13,14,20051,18626
2024-09-13,15,20031,18951
2024-09-13,16,20555,19542
2024-09-13,17,21339,20056
2024-09-13,18,21232,19708
2024-09-13,19,20399,19241
2024-09-13,20,20426,18973
2024-09-13,21,20036,17944
2024-09-13,22,19309,16765
2024-09-13,23,18499,15587
2024-09-13,24,17571,14582
2024-09-14,1,16798,13859
2024-09-14,2,15795,13216
2024-09-14,3,15629,12964
2024-09-14,4,15721,13050
2024-09-14,5,16136,13084
2024-09-14,6,16156,13436
2024-09-14,7,16061,13752
2024-09-14,8,16547,14332
2024-09-14,9,17271,15283
2024-09-14,10,18139,15920
2024-09-14,11,18653,16342
2024-09-14,12,19019,17060
2024-09-14,13,19738,17588
2024-09-14,14,19748,17776
2024-09-14,15,19735,18091
2024-09-14,16,20484,18740
2024-09-14,17,21367,19288
2024-09-14,18,21236,19033
2024-09-14,19,20448,18281
2024-09-14,20,19652,17833
2024-09-14,21,19377,16885
2024-09-14,22,18163,15765
2024-09-14,23,17512,14960
2024-09-14,24,17274,14426
2024-09-15,1,16456,13535
2024-09-15,2,15690,13062
2024-09-15,3,15566,12953
2024-09-15,4,15298,12761
2024-09-15,5,15575,12717
2024-09-15,6,15683,12918
2024-09-15,7,15620,13119
2024-09-15,8,16005,13729
2024-09-15,9,17125,14919
2024-09-15,10,17989,15864
2024-09-15,11,18486,16591
2024-09-15,12,19164,17332
2024-09-15,13,19842,18062
2024-09-15,14,20090,18628
2024-09-15,15,20449,19086
2024-09-15,16,21192,19617
2024-09-15,17,21632,20388
2024-09-15,18,22363,20355
2024-09-15,19,20927,19660
2024-09-15,20,20127,19102
2024-09-15,21,19243,18205
2024-09-15,22,18651,16995
2024-09-15,23,17938,15807
2024-09-15,24,17355,14754
2024-09-16,1,16618,14047
2024-09-16,2,16043,13511
2024-09-16,3,15677,13259
2024-09-16,4,15913,13537
2024-09-16,5,16325,13880
2024-09-16,6,17487,14736
2024-09-16,7,18348,15971
2024-09-16,8,18718,16417
2024-09-16,9,18667,17053
2024-09-16,10,18904,17830
2024-09-16,11,18743,18070
2024-09-16,12,19152,18671
2024-09-16,13,19507,19378
2024-09-16,14,20239,19786
2024-09-16,15,21410,20342
2024-09-16,16,22291,21042
2024-09-16,17,22581,21546
2024-09-16,18,22478,21438
2024-09-16,19,21851,20851
2024-09-16,20,20967,20154
2024-09-16,21,19843,19078
2024-09-16,22,18888,17488
2024-09-16,23,17554,16079
2024-09-16,24,16985,14907
2024-09-17,1,16727,14237
2024-09-17,2,16294,13798
2024-09-17,3,16030,13558
2024-09-17,4,15968,13492
2024-09-17,5,16094,13782
2024-09-17,6,17364,14805
2024-09-17,7,18198,16092
2024-09-17,8,18657,16374
2024-09-17,9,18866,16757
2024-09-17,10,19454,17533
2024-09-17,11,19715,17828
2024-09-17,12,19945,18332
2024-09-17,13,19901,18727
2024-09-17,14,20126,19152
2024-09-17,15,20175,19360
2024-09-17,16,20818,19818
2024-09-17,17,21422,20361
2024-09-17,18,21190,20024
2024-09-17,19,20956,19543
2024-09-17,20,20375,19098
2024-09-17,21,19338,18157
2024-09-17,22,18437,16759
2024-09-17,23,16717,15388
2024-09-17,24,16295,14349
2024-09-18,1,15962,13511
2024-09-18,2,15582,13117
2024-09-18,3,15696,13097
2024-09-18,4,15797,13053
2024-09-18,5,15822,13191
2024-09-18,6,17050,14322
2024-09-18,7,18498,15745
2024-09-18,8,18881,16200
2024-09-18,9,18586,16357
2024-09-18,10,19022,16890
2024-09-18,11,19430,17364
2024-09-18,12,19899,17833
2024-09-18,13,20126,18210
2024-09-18,14,20346,18542
2024-09-18,15,20800,18906
2024-09-18,16,21086,19628
2024-09-18,17,21795,20180
2024-09-18,18,21456,19813
2024-09-18,19,21286,19503
2024-09-18,20,20534,19175
2024-09-18,21,19816,18303
2024-09-18,22,18902,16968
2024-09-18,23,18134,15716
2024-09-18,24,17021,14660
2024-09-19,1,16188,13879
2024-09-19,2,15956,13538
2024-09-19,3,15601,13375
2024-09-19,4,15494,13228
2024-09-19,5,16001,13622
2024-09-19,6,17608,14779
2024-09-19,7,18505,15879
2024-09-19,8,18546,16142
2024-09-19,9,18685,16478
2024-09-19,10,18994,17125
2024-09-19,11,19415,17424
2024-09-19,12,20161,18222
2024-09-19,13,19885,18791
2024-09-19,14,20151,19106
2024-09-19,15,21074,19715
2024-09-19,16,21559,20441
2024-09-19,17,21956,20886
2024-09-19,18,21614,20470
2024-09-19,19,21079,19838
2024-09-19,20,20419,19361
2024-09-19,21,19530,18419
2024-09-19,22,18516,16990
2024-09-19,23,17601,15642
2024-09-19,24,16511,14561
2024-09-20,1,15863,13923
2024-09-20,2,15659,13453
2024-09-20,3,15345,13218
2024-09-20,4,15880,13253
2024-09-20,5,16081,13643
2024-09-20,6,17209,14477
2024-09-20,7,18442,15546
2024-09-20,8,19235,16311
2024-09-20,9,19285,16636
2024-09-20,10,19385,17295
2024-09-20,11,19882,17784
2024-09-20,12,19843,18287
2024-09-20,13,19942,18625
2024-09-20,14,20129,18665
2024-09-20,15,20500,18953
2024-09-20,16,20564,19179
2024-09-20,17,21265,19743
2024-09-20,18,21013,19173
2024-09-20,19,20185,18680
2024-09-20,20,19599,18286
2024-09-20,21,19519,17590
2024-09-20,22,18480,16508
2024-09-20,23,17852,15458
2024-09-20,24,16601,14393
